train_mse,train_mae,train_spearman,train_pearson,val_mse,val_mae,val_spearman,val_pearson,test_mse,test_mae,test_spearman,test_pearson
0.04401664078856508,0.16520801,0.006744991258773943,0.0020791067060983437,0.03942961866656939,0.1732577,0.026107691584849584,0.0019189955695158762,0.04116637880603472,0.17987238,-0.07082292906433078,-0.05401379170719641
0.030874902072052162,0.14197674,0.016448010931486665,0.027253476934361014,0.04742111389835676,0.18500866,-0.025127515106131048,-0.046299023600236446,0.04729844878117243,0.18902397,-0.014929138645486414,0.009427837998562913
0.03039417617643873,0.14060675,0.08163784318279194,0.08137863903867526,0.02839670144021511,0.13804796,0.018758137423983044,-0.0055805962765968315,0.029759954661130905,0.13953555,0.087161915596514,0.0696675996596241
0.030205671830723684,0.1399808,0.1102184488716594,0.11748814350923827,0.029166456932822864,0.14236791,0.17155635050731907,0.1571114428566792,0.030295750126242638,0.1463906,0.19403312961170815,0.22149141526462776
0.02935041269908349,0.13794759,0.17768575759707306,0.19084476813403248,0.027227850009997685,0.13610958,0.23413845682584078,0.2246294072473726,0.028039478386441868,0.13865997,0.2780329793039899,0.2839520133239451
0.028608769333610933,0.13612467,0.22802226371123022,0.2298041457011569,0.029004137342174847,0.14009666,0.1963820243904348,0.19291178827082453,0.02957421913743019,0.14395835,0.23106244663521827,0.2519819638463332
0.028374135959893465,0.1345617,0.21849531607131945,0.23023935269819398,0.025296612332264583,0.12633108,0.25445923688462135,0.2502998696956335,0.027028484269976616,0.12852715,0.26311059966593325,0.28796591280714284
0.02872987976297736,0.13523947,0.2516756126023272,0.25991223649173395,0.024945080901185673,0.12640668,0.26433795520006004,0.2632460469830373,0.02656572250028451,0.1291604,0.2829305693393365,0.3124391663037234
0.02788960499068101,0.13421707,0.2889850643505983,0.30375325627660005,0.028889663517475128,0.14284168,0.2737993107332067,0.2669366060228337,0.029564935714006424,0.14442915,0.28440579838296004,0.3155720934648419
0.027123402648915846,0.13083284,0.3095193185137462,0.32018773054090843,0.02672023760775725,0.1340129,0.20742992424495701,0.20758799968448707,0.02597290277481079,0.13048826,0.3344871571641967,0.35094388384925423
0.026540369881937902,0.12956828,0.3411575911227251,0.3577694029566179,0.03842001656691233,0.16161382,0.25544477834756724,0.24682366575269418,0.03772685428460439,0.16117759,0.2653220108572745,0.29726747580002666
0.027538959092150133,0.13265546,0.3292568401389488,0.32916646673616184,0.0262365968277057,0.13339174,0.25810798233725457,0.2603749470027121,0.026370555783311527,0.13135694,0.33073643407675274,0.34617076167391286
0.026990723175307114,0.13052909,0.3336001828458237,0.34347802067537714,0.02500516486664613,0.12826553,0.2627972671919081,0.2725830023098486,0.026184968029459316,0.12978248,0.30037449765269814,0.3294647632398693
0.02626263489946723,0.12807254,0.3618776902247311,0.368952147594302,0.02515032763282458,0.12700386,0.2806745229259354,0.2853599638513818,0.02611536035935084,0.12491318,0.32871719208791844,0.3429495253061153
0.025750420211503904,0.12670837,0.3800389957300642,0.3798096534999284,0.025274792686104774,0.1273826,0.2534851186938057,0.27807589508368363,0.026048939675092697,0.12771185,0.3084720689475296,0.340959000170083
0.025617812449733417,0.12604827,0.37814371437250704,0.3927257264954231,0.02682334929704666,0.13521391,0.2680301742505866,0.28962355974761067,0.027248990411559742,0.13341255,0.32178382373562964,0.34657084360060253
0.025064166945715744,0.12464071,0.40365347974675214,0.4175869593403358,0.028696817035476368,0.13878123,0.2928537538830849,0.2977946136727117,0.029179439569513004,0.1396148,0.292232759356339,0.3256885138345069
0.02531031162167589,0.12673105,0.3983462005936229,0.4124418662454448,0.028441844508051872,0.14018546,0.2825191349618792,0.3034004292625241,0.029484786714116733,0.14111231,0.2873027784866949,0.3331383394151999
0.02492329121256868,0.123423345,0.41198492770804257,0.4180691284764923,0.025970119362076122,0.13103433,0.3025962418256534,0.3175546830879436,0.027317252630988758,0.13262336,0.29704947589509556,0.33938228943475224
0.023988973659773666,0.12136144,0.4387862584240981,0.4495318042238042,0.02481784299015999,0.12457248,0.29741991113733013,0.3189854276517797,0.026264881094296772,0.12552041,0.3094257811286572,0.34750285502013867
0.02325785020366311,0.11957184,0.46509797430878447,0.4810260191005309,0.02546560826400916,0.12430362,0.25782460735486173,0.3037357122778606,0.027795331552624702,0.12686831,0.2638837892288124,0.30467996284952886
0.02391172448794047,0.12125128,0.44956477300809466,0.46101736320526737,0.027338776737451553,0.13503213,0.2814069368400967,0.304144460487161,0.028196470191081364,0.13456559,0.30978808453693435,0.343208139520281
0.023670096416026354,0.12059771,0.4573902567927654,0.4643921812205634,0.031054853772123654,0.14534944,0.268161319601054,0.3008371908592835,0.03318943579991659,0.14745675,0.28038869188247123,0.3074410406085614
0.02279599600781997,0.1182097,0.47459056383646336,0.4901090971210846,0.02720572054386139,0.13332516,0.27853008338770774,0.2962249363219674,0.02852623537182808,0.13524806,0.28033643809247766,0.3222814745801088
0.02276367973536253,0.11841991,0.4824163887539816,0.49591326896311944,0.026672570034861565,0.12959255,0.2306122817253781,0.25906703016939997,0.02798372817536195,0.12942342,0.2678921075902195,0.2994712749019565
0.023767972365021706,0.119161725,0.4667140452705428,0.4848957718375768,0.026584876080354054,0.13323121,0.2704081514149214,0.30746488293728663,0.029610782861709595,0.13925242,0.22999849457308238,0.2749698174488664
