train_mse,train_mae,train_spearman,train_pearson,val_mse,val_mae,val_spearman,val_pearson,test_mse,test_mae,test_spearman,test_pearson
0.03841392339571663,0.1566073,0.010940444355680163,0.007310110558144654,0.04510717317461967,0.14942543,0.04689468678472079,0.05045842894458019,0.04508749917149544,0.15074499,0.02703662115723001,0.057016061332874554
0.03327946510651837,0.14714305,0.06895451583889138,0.07995724305790537,0.03833846859633923,0.13950162,0.13544394789445002,0.1088096571555468,0.03820991888642311,0.14212678,0.15893540913980228,0.1501435575535311
0.03340962407705576,0.14751968,0.13004493939118153,0.12096143759275119,0.033461103588342665,0.13439709,0.1903520822691394,0.18654819631892677,0.033920439332723616,0.13872321,0.21597729605684762,0.21695911949848892
0.032836267481679504,0.14537153,0.1922261011549705,0.20499287267731386,0.03087256886065006,0.13312851,0.2531910929542053,0.2416718542342892,0.03179044872522354,0.13938844,0.2314389676265359,0.2453593921528295
0.03126026001637396,0.14214726,0.24606726139608603,0.2526300367857311,0.03327453918755054,0.13146074,0.31866948899418013,0.3124641836826214,0.03448284156620503,0.13698146,0.2714237556586418,0.2691236176406392
0.030891962754337685,0.14031005,0.2743899828386374,0.28479415194666813,0.032594989985227585,0.13033932,0.32674798779148023,0.3130887999491222,0.03396304436028004,0.13692564,0.27827150130788636,0.27242768523839234
0.030175271727468655,0.13751492,0.3069652012299974,0.30727219371937936,0.031837502121925355,0.13234903,0.24791371240772525,0.2495304611365327,0.03293225467205048,0.13757196,0.2327181590169669,0.2275806877383296
0.03037491197819295,0.1385366,0.3056870401768913,0.3099289872619319,0.033475374430418016,0.13215391,0.3150207753374652,0.319781571092426,0.03468497022986412,0.13693842,0.2755436073804493,0.2732164595304226
0.030318155803758164,0.13870253,0.3216669102773437,0.3307876272478049,0.032755900919437406,0.13057557,0.32373797852296216,0.3216097776073411,0.034363803640007975,0.13698478,0.27324579328331244,0.2701694698108895
0.030106274330097695,0.13748115,0.32324932577185544,0.3393099642895823,0.03169852867722511,0.12949148,0.33363907351440003,0.33213430767405044,0.03334533199667931,0.13503316,0.29708777745918874,0.28587617192564496
0.02944376554502093,0.13644299,0.34150319127264184,0.35008789687702846,0.029207196459174155,0.12884901,0.33468099309563537,0.3381735955470731,0.03139844126999378,0.13683455,0.27905895123945995,0.270621175904094
0.02924143952196059,0.13659312,0.3497723334226561,0.36079749985335097,0.030270763114094733,0.12903778,0.3274971797860337,0.33199379472196144,0.031657426804304126,0.13395593,0.30284509192001263,0.3003327259950762
0.02970926269241001,0.13662238,0.3430478436013463,0.34617114778994446,0.03253847025334835,0.13101128,0.31283719871121124,0.30891424865626504,0.034080587327480316,0.13665849,0.26621311268044734,0.25870830778425213
0.029665356016029484,0.13597082,0.34777628994646,0.35494570948454557,0.02889672853052616,0.1294085,0.3273786475427258,0.33456727041921114,0.030674269795417784,0.13715638,0.28845851775256637,0.28967585625219955
0.028659153405738914,0.13493566,0.3631815680423555,0.37451859383890257,0.03283860012888908,0.13046122,0.330605735378927,0.3300849134019998,0.03404530733823776,0.136092,0.29364404339454825,0.2942510153572357
0.029495748002891956,0.13610664,0.36534177935708667,0.37189494179351895,0.03414646089076996,0.13259539,0.3257550265746413,0.3282766869726174,0.035191666707396506,0.13674149,0.29786232784172595,0.28995205515459477
