epoch,train_loss,val_loss
1,30.393254164707514,29.574802255130418
2,29.0125558970887,28.46701187237334
3,28.224436635146905,28.034967044780903
4,27.547309376280985,26.997636798573893
5,26.905124537150066,26.3846248036031
6,26.360290301287616,25.90820278612498
7,25.911676510469412,26.130006351270918
8,25.49849447556484,24.785876660638205
9,25.168875917976287,24.88055295667701
10,24.853291391443324,24.490724087055636
11,24.575780176233362,23.60306943955795
12,24.279287342966338,24.170042100326285
13,23.879254197485654,23.09396648465815
14,23.776943249172636,23.574953223951507
15,23.98440628051758,22.57237807502723
16,23.32905633714464,22.516279311183055
17,23.128126120861666,22.52265249601784
18,23.02627718890155,23.35860373928251
19,23.038706532231085,21.710846700321223
20,22.74475106133355,21.766556887476625
21,23.374159250141663,21.672356692013516
22,22.596808600720063,21.46149246432324
23,22.463903488347558,21.39222243801449
24,22.401174625349633,21.908549116394685
25,22.40450153115355,21.31578155272835
26,22.38538611612202,27.810629372240804
27,22.912351316287193,21.196220741530837
28,22.13324446030605,21.471760565671268
29,22.088186414742175,21.625351243957482
30,22.117854615199715,20.869083260989793
31,21.88870194517536,20.87306114540359
32,21.813502186904717,20.603099975962465
33,21.828874503241646,20.72380057446093
34,21.785775521360797,20.690339490265703
35,21.644199512622976,20.95852858809907
36,21.760394197628823,20.424030772261528
37,21.553135784761405,20.414225875412072
38,21.567918344191565,20.317084866052493
39,21.411904619946892,20.03817540050509
40,21.587067813637816,20.44992293229006
41,21.3777877525047,20.060399577324954
42,21.270309306957103,20.217156892055204
43,21.222728564415448,19.959306720448893
44,21.23928192515432,20.06013331569175
45,21.103906278257018,19.86122420332742
46,21.105542722160433,20.796103306275544
47,21.29833989084503,19.71341625780768
48,20.93233639752423,19.692028782236804
49,20.879681848596643,19.689117111591997
50,20.85405869189604,19.617091880765393
51,20.802701554475007,19.751941396159054
52,20.758737352159287,19.817008336777306
53,20.73781572035801,19.353382748339662
54,20.784896812909913,19.24439756757017
55,20.559191503642516,19.40760192306302
56,20.62883810820403,19.44055198372918
57,20.605744778668438,19.39172837706277
58,20.451314417521157,19.672188892399802
59,20.59859216478136,19.186705130989502
60,20.370459233978647,19.828940050900535
61,20.38447222297574,18.935925285438195
62,20.203049996458454,19.10633792677167
63,20.28766404611093,18.75797692968991
64,20.332346315737123,34.73644161047868
65,20.87358115867332,18.801891498695106
66,20.07882654166516,18.918276938003643
67,20.01469669577516,18.66412289505899
68,20.046060938894012,19.294378695996876
69,20.060825847107687,18.550605053816366
70,19.886466697410302,18.76443330834193
71,19.931176399890287,18.42174387419393
72,19.941486297419043,18.626510798967892
73,20.24139202259205,18.777117099091274
74,19.82632984114282,18.486603216210096
75,19.82181734626676,18.500884689716997
76,19.866176482777536,18.408847928856126
77,19.772122380762923,18.64354595205506
78,19.664126827098706,18.42085107030286
79,19.700158964557414,18.232235907919975
80,19.59344910044729,18.496334050041447
81,19.828949045251917,18.10617296994284
82,19.53624147956754,18.033754832357776
83,19.487894420859256,18.10489175880051
84,19.496578753436054,18.1400804654968
85,19.571595307338384,18.23557650020724
86,19.385232901867525,18.16215666689158
87,19.376479311342592,18.177449023407377
88,19.352989907912267,18.034534263728506
89,19.65719122239101,17.98942758888466
90,19.27722020090362,17.87435299345625
91,19.290684400958778,17.856373113294502
92,19.314576655258367,17.694548995755177
93,19.294058203991547,17.806901314021776
94,19.183729176462432,18.053615450050124
95,19.284908619633427,17.765227085421806
96,19.19262631734212,17.920947593204186
97,19.11410676461679,18.109630624722875
98,19.2133858103811,18.780754319978747
99,19.20491185129425,17.45384827224948
100,19.097757739785276,17.52522602587258
101,19.146868628042714,18.19400837714109
102,19.121588624553915,17.632230971640528
103,19.09566126693914,17.644365069455823
104,18.978663060694565,17.55706900067715
105,18.988842368420258,17.52642910749658
106,18.913761289620105,17.750309261107873
107,19.19603746202257,17.284726820045016
108,18.903609918665,17.257697244840667
109,18.882257376776803,17.288829015111716
110,18.93462033683871,17.236422087512288
111,18.870905624201267,17.32923803500082
112,18.892920943837108,17.259503655783707
113,18.81522858231156,17.197860369485223
114,18.831697082519533,17.251786210226616
115,18.83049685160319,17.352940139911706
116,18.906608473224406,17.14410807040648
117,18.797779309308087,17.167928687442167
118,18.772810410864558,17.361103224945538
119,18.68591566203553,17.185773130554537
120,18.826660236311547,17.003274040998757
121,18.669045196344822,17.12563350802215
122,18.6569913510923,16.89778454431702
123,18.656794757607543,17.16061561391502
124,18.733636672408494,17.397871729328926
125,18.611019921008452,17.093447403434176
126,18.545473951174888,16.779069621646794
127,18.450402615394122,16.820010863580062
128,18.614027145762503,17.514472335448314
129,18.589265112229334,16.86926646059049
130,18.510878075493707,16.918360527175064
131,18.411840528323328,16.870977534694777
132,18.456227290777512,16.714789078163555
133,18.43543395054193,16.642407783823643
134,18.44770802627375,18.093240896762705
135,18.57561215530207,16.650126227179403
136,18.37037602648323,16.665220134718634
137,18.446598147168572,16.707814032468143
138,18.402537484816563,16.618424713868993
139,18.276767396338194,16.567811978885526
140,18.335333487428265,16.722428864862064
141,18.31043637122637,16.782765147863973
142,18.34392771779755,16.504505644603544
143,18.29460233523522,16.747250085697726
144,18.19601402282715,16.83283434614291
145,18.332059667139877,16.591537070818553
146,18.304100611180434,16.90393563422945
147,18.1830593344606,16.669783482207404
148,18.16242367779767,16.827318966940258
149,18.217187019630714,16.58556675190252
150,18.1363739249147,16.332485436657784
151,18.147116413822882,16.617726198322313
152,18.17840897359966,16.632682522603716
153,18.103108625058773,16.43394968172858
154,17.992470531699098,16.33478735818457
155,18.13415000821337,16.514863510178902
156,18.087062510737667,16.406341496255205
157,17.97041145607277,16.348278970500704
158,18.033178451914846,16.464213498943312
159,17.932615845291703,16.628740427157233
160,18.049203990418235,16.29807213248477
161,17.923114282113534,16.28996347454431
162,17.98906614044566,16.294434610375056
163,17.956883691858362,16.25410797476842
164,18.177794458836686,16.377900261852492
165,17.967298418209875,16.340291159157395
166,17.844108911208163,16.724507900758116
167,17.905435331368153,16.126439729345794
168,17.862050204806856,16.169371278399232
169,17.899958104263117,16.148068013270645
170,17.787265212447554,16.148980302475323
171,17.881579938346956,16.157826785464703
172,17.918366976137513,16.24032984362349
173,17.75825205202456,16.15119859717791
174,17.90027392823019,16.40248464670246
175,17.798147827901957,16.08779658718215
176,17.766153142481674,15.975591246541969
177,17.764447779714324,15.9854078157532
178,17.743838387948497,16.14272679700151
179,17.750309207115645,15.978325647898915
180,17.676960123321155,16.10342738571026
181,17.663576856071565,15.866326757451032
182,17.727189866996106,16.104058653392002
