train_mse,train_mae,train_spearman,train_pearson,val_mse,val_mae,val_spearman,val_pearson,test_mse,test_mae,test_spearman,test_pearson
0.03076587220572907,0.137883,0.068837871930913,0.0782749986407789,0.028555059619247914,0.12923487,0.14164048553337655,0.1571634381568811,0.026873864233493805,0.12702876,0.16107750004060423,0.195490339407678
0.026647720121495102,0.1293256,0.13786653525547327,0.158178155668418,0.026858182437717915,0.12676138,0.22492490038724539,0.23904177048714387,0.025532071851193903,0.12476307,0.2583365150703588,0.2667096461783046
0.026185875434590423,0.12783079,0.17531343738167968,0.19446474577294304,0.028312162309885026,0.13757583,0.254453925850742,0.25256769459195316,0.026464454643428326,0.13278778,0.28367858069640295,0.28066743798883353
0.025940516761139683,0.12714732,0.20795310520061405,0.2219872414373216,0.026005994714796542,0.12629487,0.28014659777314316,0.31067484117787103,0.025193499773740767,0.12499082,0.28034098277496583,0.2921252277828472
0.025586512142225452,0.12631297,0.2360811011632231,0.24749522911560115,0.026531063392758368,0.13147345,0.28393144773268586,0.3046779593842267,0.025424016825854778,0.12799585,0.2868618478458726,0.29962284776028697
0.025230496595411198,0.12465675,0.25946897433298105,0.2791867408021306,0.029175170697271824,0.14124067,0.27880401364725255,0.3059064695610047,0.02787683643400669,0.13687995,0.2833644736524233,0.29699784394921025
0.025044110320184543,0.12468969,0.2605192573394066,0.2783625127709433,0.025518099963665008,0.12636384,0.30724946773483275,0.3323453529559899,0.02479850873351097,0.123989925,0.3086254783831559,0.3175217084757378
0.0245309232774636,0.12322368,0.2912130569391679,0.30661661321320705,0.025506856851279736,0.12287059,0.3038386833636559,0.3323722907911403,0.0250006714835763,0.121420324,0.3089296316327981,0.31395015549072697
0.02455544010128664,0.12305842,0.2940667716971079,0.31089509799935616,0.025934376940131187,0.12660189,0.27525391441706815,0.3004814040435292,0.0249400669708848,0.12484185,0.29256387934519135,0.29737388767103995
0.024257910761820232,0.1223141,0.3015728983329691,0.31767514290374693,0.02570188045501709,0.123032436,0.2919614234452576,0.3181736701742011,0.025156654976308347,0.121966615,0.2959948124910804,0.3011655644183996
0.024048887719602688,0.12158171,0.31651429069495507,0.33013519225702936,0.025339430198073387,0.12436478,0.3042258713019842,0.3357255337159099,0.024684780463576316,0.122322366,0.30823826628238926,0.3201218800825488
0.023963218271408394,0.12198172,0.3117760902118503,0.3353103866325295,0.025128578767180443,0.12286675,0.31787707765264744,0.34069542490301,0.02467813454568386,0.122221336,0.3087754397077962,0.31339770734080546
0.023748988164183887,0.12071657,0.32634556757114824,0.35244086005045255,0.025252594240009786,0.12219534,0.3103814991547216,0.33949787799280956,0.024504069052636624,0.120816246,0.31536366412315464,0.3272903424886756
0.023466810827022015,0.12006856,0.3372699172077703,0.3649242885074793,0.02517370767891407,0.12290694,0.31007285981703986,0.34302765581116146,0.0248839708045125,0.12287767,0.29260877364072185,0.30832116234001744
0.02353864308932553,0.12031406,0.33710549097691656,0.3600422541281101,0.024981039948761462,0.1208892,0.3296590683351044,0.356600620868231,0.024706817418336868,0.12065613,0.3130930260521677,0.32051682586401925
0.02359027662516936,0.120470956,0.33606278858478134,0.366439532292517,0.02555804867297411,0.120374344,0.32134850081232774,0.3553218320972519,0.02502200622111559,0.11956172,0.31885838055860677,0.34201172341001324
0.022895791243923748,0.11843006,0.35394829691293933,0.39092455419844435,0.024963977932929992,0.12239377,0.32032771814203403,0.3564367728499164,0.0242764376103878,0.120424226,0.3189238438366378,0.34040350413160636
0.022938123215799747,0.11857123,0.35934876373921437,0.3901214077652653,0.025019329972565174,0.12202752,0.3197191770997008,0.35608078720670056,0.02481645401567221,0.12144719,0.30531221299639266,0.32113500052099087
0.022752114369169525,0.117951915,0.3639676007527681,0.39303957230624925,0.024830251187086105,0.122259155,0.313968540973392,0.3578406592246095,0.02452419251203537,0.12179897,0.30734760876191264,0.32803368890883533
0.02271405287572871,0.11789042,0.3618143514817502,0.39923808477915534,0.02555876076221466,0.11886269,0.3304790441806816,0.37184938545827856,0.025351506471633912,0.11948458,0.3231482607829098,0.3399647188711755
0.0226988911466754,0.11796167,0.36949820563280594,0.40555969655636226,0.02471384983509779,0.12056641,0.33577179274360786,0.369638310382021,0.024386146664619447,0.120107934,0.32334774787356296,0.3411223810735525
0.022337379703379196,0.11691785,0.37885813989644956,0.4139149034704561,0.025072128884494303,0.12067895,0.31774400973501066,0.3529116615508595,0.02420222759246826,0.11969976,0.3263860371690631,0.35057607105258376
0.022201636077269264,0.11632919,0.3886083591374188,0.4223106937725728,0.02458463367074728,0.12172892,0.324062787825979,0.36554442053140124,0.024209832213819026,0.121887825,0.31924312587910725,0.3374338098084184
0.022031161043307056,0.116207674,0.390891094533644,0.4275569674445391,0.024842537753283978,0.12293191,0.3553770072556838,0.38842754860595363,0.02442089207470417,0.12136426,0.33736745819854647,0.3627300703758358
0.021689963527023792,0.11515741,0.40411020677141496,0.44421862483407815,0.024256967939436436,0.1191107,0.3566459648965874,0.3865512731946069,0.024075379967689513,0.11855813,0.33855532324783616,0.35504305675755177
0.021772166187672512,0.11522295,0.40691820013848756,0.4419172357349964,0.02476583831012249,0.121898256,0.3321998349773179,0.3671876786774998,0.024563657119870186,0.1222651,0.3158172015732588,0.3369881706473322
0.021507792620231277,0.11482665,0.41419197290409904,0.45000844316178146,0.02441217452287674,0.119980596,0.3447487997586342,0.38225032544449195,0.024190210737287998,0.119474985,0.32650470329997716,0.3481422939267852
0.021330403811905697,0.11440116,0.41581898816692947,0.4588338739074596,0.024163380078971387,0.1191321,0.35839241039502234,0.3920222942244223,0.024272229336202145,0.11964445,0.33544125954817205,0.3518917005405086
0.021372038749573025,0.11348513,0.4212281537503006,0.45984423779410816,0.024804602935910226,0.11875139,0.3503301690249467,0.37406099452979336,0.024930237792432308,0.119259894,0.31656066925189,0.3311509821619282
