train_mse,train_mae,train_spearman,train_pearson,val_mse,val_mae,val_spearman,val_pearson,test_mse,test_mae,test_spearman,test_pearson
0.02392625462796007,0.119297504,0.04049803815929333,0.028975024524113126,0.025788957253098488,0.119151965,-0.08325570354750537,-0.07846356860702386,0.027445870451629162,0.120480016,-0.08215507863672002,-0.07942877523944958
0.015059972048870154,0.10002546,0.041832986568494886,0.05079055441544256,0.015292259864509106,0.09318207,-0.08024407497425205,-0.1235157770919102,0.016756370197981596,0.09751259,-0.06695147321862238,-0.027856722002525203
0.015169581265321799,0.09891106,0.06796002329431569,0.08004599576845196,0.01613351982086897,0.0949914,0.05738158497945137,0.08407071996485627,0.017561627086251974,0.09777071,0.11044374053733458,0.10382062950156978
0.01530053373426199,0.10169035,0.07524692010492441,0.08080386034486407,0.015060321893543005,0.09432339,0.0695741466558717,0.1399704110730795,0.0164196640253067,0.095991515,0.17045296819801115,0.1691691630966261
0.014197907277515956,0.097281694,0.15088589314059833,0.16734982498507683,0.01329398900270462,0.09290858,0.05603801612519711,0.1614029242205106,0.014803818427026272,0.09817846,0.12887971765213374,0.14929070175708148
0.01433161526386227,0.09659332,0.0802987846356573,0.12123934343320084,0.013151245657354593,0.09380746,0.08486866238571553,0.21873545165294672,0.015063096303492785,0.10214065,0.1217809035882709,0.14448846747359312
0.01391116516398532,0.09620966,0.15611822054139843,0.19481249427216646,0.013102134224027395,0.09201245,0.12546317178349328,0.21296596816910096,0.01481956709176302,0.0988899,0.14699718764841982,0.17828401702107488
0.014125632521297251,0.096171655,0.16209768268464497,0.20061913192963793,0.012937333900481462,0.09368813,0.15430560783090672,0.2714536445759901,0.015425470657646656,0.105778724,0.08172118370879838,0.1268395005832872
0.013785043465239661,0.09484367,0.21669664811928216,0.2524345988737439,0.01298997737467289,0.09204927,0.18421406740465965,0.2960092400244818,0.016011623665690422,0.107111484,0.07488651329405971,0.12738478115602447
0.01315617042460612,0.09309059,0.26750414448151866,0.32252240680991306,0.013861746527254581,0.09522241,0.18206814029215806,0.2872063618413918,0.01608271710574627,0.10756266,0.1371132017366578,0.1815836434875564
