epoch,train_vae_loss,train_ontarget_loss,train_total_loss,val_vae_loss,val_ontarget_loss,val_total_loss
1,31.50086278394104,8.89145355938058,40.392315928959,31.094869021430004,9.473784918822728,40.56865394025274
2,30.826408803271327,8.523247060596669,39.349655887321646,30.428903453099906,8.80929700660215,39.238200459702064
3,30.200020645975684,7.726117364211182,37.92613738653872,29.817432477081102,7.150553152204539,36.96798562928564
4,29.531067074431228,7.817380947186573,37.34844826783142,28.996514199887915,6.541562641344578,35.53807684123249
5,29.123970514197314,7.240976771158927,36.36494748359836,29.015461891059957,7.962432873498003,36.97789476455796
6,28.815176568230633,6.9293400680788615,35.74451677949993,28.551231237244043,7.9797886236627535,36.531019860906795
7,28.591885124116594,7.209136304492757,35.80102156366183,28.525883480619314,7.741310855305417,36.26719433592473
8,28.451170762891042,7.423492011498592,35.87466270389537,28.800387984935426,8.266575116523192,37.06696310145862
9,28.38701645175488,7.43262142626862,35.819638038627076,28.399078434488757,8.588779207536883,36.98785764202564
10,28.21585612895021,7.3146588752072335,35.5305148305617,28.14388639462326,7.455302160301581,35.59918855492484
11,28.15979615566176,6.988949066991044,35.14874535792638,27.936422147893804,8.420171734518199,36.356593882412
12,27.930364807063487,7.849240129092287,35.77960466750821,27.622253156576217,7.68121528476384,35.30346844134006
13,27.68117893623769,7.55670493445829,35.237883769175376,27.620289445178667,7.794050033105207,35.41433947828387
14,27.60053953966016,7.331881911700085,34.93242152174186,27.59187346301191,8.082783659107694,35.67465712211961
15,27.52321241241815,7.327333632168727,34.850546097832094,27.20792756499264,7.325314886929231,34.53324245192188
16,27.29291971907866,7.267246112989363,34.56016584684611,26.91458319392398,7.908997952730403,34.823581146654384
17,27.134304099783126,7.137339583523669,34.27164386450797,26.758881726152637,7.12428897394285,33.883170700095484
18,26.97142682990333,6.972207910589328,33.943634654675776,26.642733000075282,7.318865795925831,33.96159879600111
19,26.897581944767175,7.6077407745398,34.505323011392186,26.995654610546037,7.436992299159737,34.432646909705774
20,26.847056054609,6.95267750412256,33.79973361065406,26.350530849023855,7.7174932476376,34.06802409666146
21,26.641954460839113,7.433661163817025,34.07561559155823,26.946288147626138,7.6760276204512765,34.622315768077414
22,26.71198214646449,6.889188169928371,33.601170448883806,26.293241251714736,8.316668119072842,34.60990937078758
23,26.581580911290864,7.098738678113401,33.6803198974871,26.482625565130654,6.929873245897098,33.41249881102775
24,26.541114373733503,6.713482272597303,33.25459664069827,26.083061071228418,7.682007125056459,33.76506819628488
25,26.265574055597074,7.153618042515292,33.419192396942826,25.77303613176693,8.164816167410022,33.93785229917695
26,26.149213048806143,7.519706234964744,33.668919537739484,25.90106024731916,7.542033902877004,33.44309415019616
27,26.048115295868083,7.404077037440065,33.45219210413108,27.40517920549217,6.891441272592211,34.29662047808438
28,26.231557210286457,7.580908206892062,33.81246519753149,25.61202146869145,7.667999499861879,33.28002096855333
29,26.0238849276004,7.340796616218133,33.36468168955779,26.001436090571467,6.673055077778382,32.674491168349846
30,25.915305183631432,7.510646087622803,33.42595074848858,25.355951149918027,7.235630216524066,32.59158136644209
31,25.697161168530823,7.493486750050999,33.19064785710996,25.166062544959516,8.170139744952893,33.336202289912414
32,25.499703181390466,7.114063695040096,32.61376691452304,24.941745406810426,7.7930494404138,32.73479484722423
33,25.543287516406878,7.109312238147762,32.652599665896304,25.265822286013616,6.82538232423729,32.091204610250905
34,25.2838712571646,7.550956170901913,32.83482761526159,24.746915764165383,7.6400481477608935,32.38696391192628
35,25.258583567661233,7.725884340993075,32.98446763213425,24.91810441272417,7.245098440446249,32.16320285317042
36,25.316336252553924,7.46573707053575,32.78207368022759,24.46854297711456,7.657817580192481,32.126360557307045
37,25.164266915438898,7.482484896718747,32.64675216429487,25.875039143531684,7.766617033820519,33.6416561773522
38,25.410925109797862,7.536344623128697,32.947269353835914,25.12813135183853,7.430608314579039,32.558739666417566
