epoch,train_loss,val_loss
1,31.478262980012392,30.977911024073208
2,30.62683213408737,30.06482194986282
3,29.940235330105338,29.526183689942453
4,29.38578006462269,29.003114884109007
5,29.11145452926652,28.7118278029644
6,28.82160722378877,28.557165109115697
7,28.641922324161182,28.82889192568924
8,28.717052807250845,29.252178445362688
9,28.521848999546783,28.027252785398822
10,28.231689420415915,27.942747062993508
11,28.142738514007863,28.026982244128078
12,28.079674805603354,27.852101752793764
13,28.00914210803,28.064244403063103
14,27.8611766001547,27.44533837786068
15,27.639028894684067,27.47412449185292
16,27.53364082164703,27.227205787021546
17,27.310691612709757,26.85844561885205
18,27.21928162079021,26.793525124004617
19,26.947855664219503,26.661286249916355
20,26.934265905382293,27.479365934906987
21,26.903522323821008,26.440860985178
22,26.630177930237014,25.959367053667023
23,26.4574647598839,25.86736047650813
24,26.339599838338607,26.255342601964
25,26.34070031921452,25.52023178198608
26,26.16671698959694,25.618041469402435
27,26.304337316515106,26.71089175630688
28,26.13486115188844,25.242457975922612
29,25.794820067966867,25.008868917918562
30,25.65257207578146,25.38495415436379
31,25.62456804379773,24.800882474258064
32,25.484270445403563,25.52005298949411
33,25.620745430933063,24.793051938173345
34,25.3456755512397,24.878688771413277
35,25.229655258652993,25.665188644376506
36,25.677272359146823,24.50179700831019
37,25.17971564616932,24.198698513512948
38,24.951930431435475,25.778900407876908
39,25.139558111356386,24.05020566364427
40,24.853656535746584,24.16677431682448
41,24.771355026915653,24.989621082771514
42,25.03959477497195,23.99084538004383
43,24.732095732694013,23.873188941841207
44,24.74107588167998,23.820032091161167
45,24.895021199413435,24.348638563135708
46,24.65650012638791,23.94398978843934
47,24.533728514709146,23.52219392502844
48,24.512009697328427,23.819768280748125
49,24.44321942917148,24.50112470671758
50,24.605116113333583,23.385669455027937
51,24.367780319491896,23.461829175275195
52,24.5733415740607,23.37923534319794
53,24.240949779972514,23.21836660250351
54,24.244233355261507,23.272261102909194
55,24.311132073274635,23.367703096769606
56,24.06801942128205,23.271951091366102
57,24.128671595010214,23.626429359713764
58,24.319827587785955,24.455497790710318
59,24.132303873697918,23.10952896020142
60,23.82161198296092,22.965353465437634
61,23.814238929544103,22.90835257618024
62,23.768596342522233,22.670976201778306
63,23.820355978553827,22.75652906266729
64,23.780016278658394,22.71208854201519
65,23.670846838915335,22.570975979594653
66,23.57275956492204,22.59052232501338
67,23.7537029630246,23.48413170890073
68,24.203896280270296,22.683523174016326
69,23.61429135566867,22.695954218666355
70,23.598481688341018,22.754385317163244
71,23.648895648003645,22.339463162473233
72,23.512250174535687,23.254186789535098
73,23.57327037455568,22.730069211514653
74,23.543069346796916,22.525444733254147
75,23.471415757877395,22.293644188303
76,23.358710989180356,22.1611110515717
77,23.365377722573562,22.198318187378714
78,23.35066381783603,22.37506920367288
79,23.348101453382487,22.119063056766095
80,23.446747987344462,23.677729016453092
81,23.644059233343487,23.014525583009902
82,23.230989323296093,22.6302701962326
83,23.215916608051984,22.32867516593198
84,23.36408468330277,22.092817351445397
85,23.23434911893495,22.246739781643136
86,23.0937065132689,22.008494930553233
87,23.105685382282875,22.33096823192
88,23.10334550503877,22.2746433690988
89,23.150678317774275,22.018820458357034
90,23.035585295093533,21.808619235771882
91,23.10032993983098,22.3662758281961
92,23.056267545154242,21.873609914514187
93,23.293389666885425,22.024761583871452
94,22.945374982533348,22.25032909319794
95,22.935923888113464,21.992170574833544
96,22.852709934770232,21.546023448478486
97,22.804979207814696,22.13763584569894
98,22.875747378105007,21.542470143744982
99,22.721435326088663,21.772084401557482
100,22.788461527768185,21.62806894437149
101,22.754211940949368,21.92955530072688
102,22.930101155468122,21.64317965456454
103,22.721999508774932,21.459274520710654
104,22.74935623610518,21.377743772061528
105,22.609267730549345,21.340966823014252
106,22.623778822593238,21.81131942062868
107,22.571482373203878,21.26078923815578
108,22.524458170703753,21.2561541604281
109,22.469845754412848,21.42056307088129
