epoch,train_vae_loss,train_ontarget_loss,train_total_loss,val_vae_loss,val_ontarget_loss,val_total_loss
1,31.385433334902107,9.859395467604534,41.24482863092997,31.07230465228741,10.584521549028286,41.656826201315695
2,30.79727650837726,9.848164563396201,40.64544118858245,30.61792256281926,10.684628486527313,41.30255104934657
3,30.39677815264966,9.917628838907511,40.31440635589232,30.1936648442195,10.709002865947134,40.90266771016664
4,29.97639218985316,9.766683737236711,39.7430758189006,29.89403431232159,10.228292962819747,40.12232727514134
5,29.66494434770331,9.440513388864186,39.105457719550074,29.31642326941857,9.821689225246097,39.13811249466467
6,29.251030464631967,9.263568044767762,38.51459828572101,28.875019807081955,9.759685161717695,38.63470496879965
7,29.088447074430533,9.369239118766043,38.457686311652864,29.141566790067234,9.865532288261228,39.007099078328466
8,29.07864578430911,9.313128778071336,38.39177510824548,28.755872579721306,9.864729043752616,38.620601623473924
9,28.864217588125943,9.582504714585736,38.44672219150038,28.62932307903583,10.468309047200451,39.09763212623629
10,28.702948439264873,9.66256591969717,38.36551410721009,28.42487467252291,10.356991095286652,38.78186576780956
11,28.589090885024472,9.715605648784814,38.304696177287276,28.327764951265774,10.378346251545572,38.70611120281135
12,28.362093123470444,9.455342403647627,37.81743561158697,28.10005994943472,10.43603556753282,38.536095516967535
13,28.263149472891566,9.610753386111888,37.87390313205949,27.97367418729342,10.063627024480722,38.03730121177414
14,28.14474685852786,9.785563612514071,37.930310499811746,27.71434813279372,10.259828409528183,37.974176542321906
15,27.83436382247741,9.609491620320467,37.44385559817395,27.464746915377102,10.00093109762026,37.46567801299736
16,27.682213031814758,9.46960106746489,37.15181399425828,27.40561734713041,10.167753660681143,37.57337100781155
17,27.618943400555345,9.556772170717778,37.17571609680911,27.440099422748272,10.6583826824022,38.098482105150474
18,27.76802324042263,9.637728281694521,37.405751717808734,27.605691763070915,10.516421381433561,38.122113144504475
19,27.4613231980657,9.64147161989513,37.102794968938255,27.054768929114708,10.414693536434054,37.46946246554876
20,27.13537700607116,9.602945655300942,36.73832257741905,26.689607326801006,10.256204449099027,36.94581177590003
21,26.971246705572288,9.600875335187352,36.57212193500565,26.687375142024113,10.38040864265264,37.067783784676756
22,26.856352509647966,9.746458489061359,36.60281099985881,26.520843799297626,10.716615751089934,37.237459550387555
